cliente_id,segmento,canal_principal,ciudad,categoria_favorita,fecha_primera_compra,fecha_ultima_compra,recencia_dias,frecuencia,valor_total_cop,ticket_promedio,duracion_relacion_dias,compras_ultimo_trim,compras_ultimo_anio,variacion_frecuencia,max_gap_entre_compras,tiene_descuentos,n_categorias_compradas,usa_app,nps_score,churn
CLI00184,Online,App móvil,Bucaramanga,Tecnología,2023-03-06,2024-07-08,236,9,1151769,127974,491,0,6,0.5499,253,1,2,0,4,1
CLI00185,Regular,E-commerce,Medellín,Belleza,2023-02-23,2025-02-13,16,10,1862546,186254,722,1,6,0.4155,282,1,3,1,3,0
CLI00186,Ocasional,Teléfono,Pereira,Deportes,2024-04-30,2025-01-21,39,3,292449,97483,267,1,3,0.3371,178,0,1,1,4,0
CLI00187,Corporativo,Tienda física,Bogotá,Tecnología,2023-03-12,2025-02-11,18,15,9366087,624405,703,2,8,0.6401,186,1,4,0,4,0
CLI00188,Ocasional,Teléfono,Pereira,Tecnología,2023-03-01,2024-05-03,302,6,528881,88146,430,0,2,0.4186,271,1,4,1,2,1
CLI00189,Regular,E-commerce,Montería,Hogar,2023-05-13,2025-02-05,24,8,1759807,219975,635,1,4,0.378,172,1,4,1,7,0
CLI00190,Regular,App móvil,Pereira,Deportes,2023-02-12,2025-02-11,18,10,1825141,182514,731,1,3,0.4104,204,0,3,0,8,0
CLI00191,Premium,E-commerce,Medellín,Ropa,2023-05-10,2025-01-10,50,14,5356431,382602,612,2,8,0.6863,125,0,3,0,10,0
CLI00192,Online,E-commerce,Ibagué,Ropa,2023-03-08,2024-10-06,146,13,1792358,137873,579,0,5,0.6736,192,0,4,0,2,1
CLI00193,Online,E-commerce,Bogotá,Deportes,2023-03-07,2024-09-16,166,4,585044,146261,560,0,3,0.2143,378,1,3,0,2,1
CLI00194,Ocasional,Tienda física,Bogotá,Ropa,2023-02-09,2025-02-12,17,4,359867,89966,735,1,3,0.1633,386,1,2,0,10,0
CLI00195,Regular,E-commerce,Cúcuta,Belleza,2023-01-17,2024-03-16,350,12,2292060,191005,425,0,1,0.8471,148,0,3,1,5,1
CLI00196,Regular,Teléfono,Ibagué,Tecnología,2023-01-17,2025-02-06,23,11,1921737,174703,752,1,5,0.4388,199,1,3,0,10,0
CLI00197,Ocasional,Teléfono,Cali,Calzado,2023-01-09,2024-04-26,309,2,225574,112787,474,0,1,0.1266,473,0,1,1,3,1
CLI00198,Online,App móvil,Medellín,Belleza,2023-01-23,2024-12-09,82,11,1667182,151562,687,1,6,0.4803,197,1,4,1,8,0
CLI00199,Online,App móvil,Montería,Tecnología,2023-01-25,2024-08-18,195,16,2266092,141630,572,0,5,0.8392,71,1,2,0,2,1
CLI00200,Corporativo,App móvil,Montería,Ropa,2023-02-03,2025-02-19,10,26,21656252,832932,748,2,11,1.0428,73,1,4,0,10,0
CLI00201,Ocasional,Tienda física,Montería,Libros,2023-11-30,2025-02-09,20,4,401433,100358,438,2,2,0.274,314,0,4,1,2,0
CLI00202,Premium,Teléfono,Cali,Calzado,2023-04-03,2025-02-07,22,13,4667721,359055,677,1,6,0.5761,153,0,3,1,3,0
CLI00203,Regular,Tienda física,Medellín,Belleza,2023-06-06,2025-01-03,57,7,1101503,157357,578,1,5,0.3633,201,1,4,0,9,0
CLI00204,Online,Teléfono,Bogotá,Deportes,2023-01-17,2024-12-20,71,12,2263287,188607,704,1,3,0.5114,161,1,2,1,10,0
CLI00205,Ocasional,Teléfono,Medellín,Belleza,2024-07-05,2025-02-06,23,5,483651,96730,217,1,5,0.6912,129,1,2,0,7,0
CLI00206,Premium,Tienda física,Medellín,Deportes,2023-01-06,2025-02-20,9,23,7703344,334928,777,1,7,0.888,129,0,3,0,10,0
CLI00207,Premium,Teléfono,Bogotá,Hogar,2023-03-09,2025-01-07,53,14,5305805,378986,671,1,5,0.6259,147,0,3,0,3,0
CLI00208,Ocasional,Tienda física,Cartagena,Libros,2023-12-15,2024-12-30,61,2,140832,70416,382,1,1,0.1571,381,0,2,1,8,0
CLI00209,Premium,Teléfono,Cúcuta,Libros,2023-02-11,2024-12-03,88,15,5340068,356004,662,1,7,0.6798,166,1,1,0,5,0
CLI00210,Regular,Tienda física,Cali,Ropa,2023-01-25,2025-01-20,40,6,970425,161737,727,1,1,0.2476,413,0,2,0,6,0
CLI00211,Ocasional,App móvil,Pereira,Deportes,2023-01-11,2025-01-01,59,5,479440,95888,722,1,3,0.2078,352,1,1,0,6,0
CLI00212,Ocasional,App móvil,Cartagena,Ropa,2023-04-30,2024-12-28,63,4,451609,112902,609,1,1,0.197,456,0,3,0,9,0
CLI00213,Ocasional,E-commerce,Barranquilla,Belleza,2023-06-18,2025-01-23,37,5,375781,75156,586,2,3,0.256,229,1,2,1,8,0
CLI00214,Regular,App móvil,Ibagué,Libros,2023-01-03,2025-02-26,3,10,1635346,163534,786,2,5,0.3817,256,0,3,1,8,0
CLI00215,Ocasional,Teléfono,Montería,Belleza,2023-10-03,2025-01-15,45,3,252043,84014,471,1,2,0.1911,258,1,3,1,4,0
CLI00216,Regular,Teléfono,Medellín,Calzado,2023-01-09,2024-01-20,406,12,1919473,159956,377,0,0,0.9549,96,0,3,0,3,1
CLI00217,Regular,App móvil,Cali,Belleza,2023-01-20,2024-05-05,300,6,1022379,170396,472,0,1,0.3814,167,1,4,0,3,1
CLI00218,Ocasional,E-commerce,Cúcuta,Belleza,2023-01-12,2025-01-06,54,8,782541,97817,726,1,2,0.3306,194,0,3,0,10,0
CLI00219,Ocasional,E-commerce,Montería,Tecnología,2024-12-06,2024-12-06,85,1,132633,132633,1,1,1,1.0,85,1,1,0,9,0
CLI00220,Corporativo,App móvil,Ibagué,Calzado,2023-01-05,2025-02-05,24,12,10655989,887999,763,1,5,0.4718,240,1,1,0,10,0
CLI00221,Ocasional,E-commerce,Cúcuta,Tecnología,2023-03-27,2024-01-02,424,4,364346,91086,282,0,0,0.4255,205,0,4,0,4,1
CLI00222,Ocasional,E-commerce,Cartagena,Libros,2023-02-10,2024-04-28,307,6,656976,109496,444,0,1,0.4054,145,0,1,0,6,1
CLI00223,Premium,Teléfono,Bucaramanga,Tecnología,2023-04-29,2025-02-06,23,19,6275575,330293,650,2,9,0.8769,93,1,2,0,10,0
CLI00224,Regular,App móvil,Cali,Tecnología,2023-02-08,2025-01-18,42,10,1759516,175951,711,2,5,0.4219,191,1,3,1,10,0
CLI00225,Regular,App móvil,Bucaramanga,Belleza,2023-01-07,2025-01-21,39,5,913689,182737,746,1,1,0.2011,466,0,3,0,8,0
CLI00226,Regular,E-commerce,Medellín,Calzado,2023-01-15,2025-02-04,25,10,1574488,157448,752,2,7,0.3989,331,0,1,1,9,0
CLI00227,Online,Teléfono,Pereira,Hogar,2023-03-16,2024-02-22,373,11,1613592,146690,344,0,0,0.9593,245,1,3,0,2,1
CLI00228,Regular,Tienda física,Cúcuta,Calzado,2023-01-25,2024-12-02,89,5,822391,164478,678,1,1,0.2212,308,0,2,1,10,0
CLI00229,Online,App móvil,Cúcuta,Ropa,2023-04-03,2024-12-25,66,9,1233164,137018,633,1,6,0.4265,220,1,4,1,2,0
CLI00230,Ocasional,Tienda física,Bogotá,Belleza,2023-04-05,2023-12-07,450,5,437949,87589,247,0,0,0.6073,106,1,1,0,6,1
CLI00231,Corporativo,Tienda física,Bogotá,Tecnología,2023-01-15,2025-02-09,20,24,19998722,833280,757,2,14,0.9511,136,0,2,1,10,0
CLI00232,Regular,Teléfono,Pereira,Calzado,2023-10-28,2024-12-11,80,7,1324175,189167,411,1,4,0.5109,116,0,4,0,9,0
CLI00233,Ocasional,Tienda física,Cali,Tecnología,2023-01-26,2025-02-07,22,4,400932,100233,744,1,2,0.1613,577,1,4,0,9,0
CLI00234,Regular,E-commerce,Pereira,Hogar,2023-01-23,2025-02-05,24,7,917994,131142,745,1,1,0.2819,367,1,4,1,3,0
CLI00235,Regular,Tienda física,Bucaramanga,Belleza,2023-01-03,2024-12-07,84,13,1959494,150730,705,1,2,0.5532,229,0,4,1,9,0
CLI00236,Ocasional,Tienda física,Cali,Deportes,2023-02-17,2024-04-21,314,7,801836,114548,430,0,2,0.4884,209,0,4,0,1,1
CLI00237,Regular,E-commerce,Cúcuta,Belleza,2024-01-25,2024-12-28,63,5,924314,184862,339,1,3,0.4425,246,1,2,1,8,0
CLI00238,Premium,E-commerce,Pereira,Calzado,2023-02-17,2024-12-17,74,21,7965954,379331,670,1,7,0.9403,190,1,1,0,10,0
CLI00239,Ocasional,App móvil,Pereira,Tecnología,2023-04-24,2025-01-17,43,4,334593,83648,635,1,1,0.189,573,1,2,1,8,0
CLI00240,Regular,E-commerce,Bucaramanga,Tecnología,2023-05-29,2024-12-09,82,8,929236,116154,561,1,3,0.4278,130,1,2,1,10,0
CLI00241,Online,Tienda física,Pereira,Hogar,2023-01-07,2025-01-09,51,10,1767736,176773,734,1,4,0.4087,180,0,2,0,1,0
CLI00242,Online,E-commerce,Medellín,Hogar,2023-02-05,2025-02-22,7,10,1240470,124047,749,1,2,0.4005,262,0,3,0,8,0
CLI00243,Online,App móvil,Cúcuta,Libros,2023-02-19,2024-03-13,353,9,1520401,168933,389,0,2,0.6941,139,1,2,1,5,1
CLI00244,Regular,Tienda física,Cartagena,Deportes,2023-01-26,2025-01-22,38,12,1704795,142066,728,1,2,0.4945,182,1,4,0,10,0
CLI00245,Premium,App móvil,Cali,Calzado,2023-02-05,2024-12-22,69,12,5086570,423880,687,1,8,0.524,151,0,2,0,9,0
CLI00246,Online,E-commerce,Cúcuta,Hogar,2023-03-03,2025-01-22,38,9,1251390,139043,692,1,3,0.3902,159,1,3,0,3,0
CLI00247,Regular,App móvil,Cúcuta,Tecnología,2023-02-10,2025-01-11,49,3,569265,189755,702,1,1,0.1282,426,1,2,1,10,0
CLI00248,Online,Teléfono,Cali,Belleza,2023-01-08,2025-01-03,57,12,1958702,163225,727,1,4,0.4952,201,1,2,0,5,0
CLI00249,Online,App móvil,Ibagué,Tecnología,2023-03-24,2024-11-06,115,14,2194502,156750,594,0,6,0.7071,100,0,3,0,5,1
CLI00250,Corporativo,App móvil,Cartagena,Calzado,2023-01-21,2025-01-14,46,20,16351967,817598,725,1,8,0.8276,123,1,4,0,10,0
CLI00251,Regular,E-commerce,Bogotá,Belleza,2023-01-23,2024-12-07,84,9,1705463,189495,685,1,3,0.3942,172,0,4,0,10,0
CLI00252,Regular,E-commerce,Cartagena,Deportes,2023-07-07,2025-01-10,50,12,2317787,193148,554,1,5,0.6498,218,1,1,1,10,0
CLI00253,Corporativo,Tienda física,Cali,Libros,2023-01-03,2024-12-22,69,25,20211911,808476,720,1,12,1.0417,121,1,1,0,6,0
CLI00254,Regular,Tienda física,Ibagué,Tecnología,2023-04-18,2024-07-05,239,9,1319063,146562,445,0,2,0.6067,202,0,1,0,1,1
CLI00255,Regular,Teléfono,Cali,Deportes,2023-01-24,2024-12-26,65,12,2059033,171586,703,1,5,0.5121,180,1,4,0,10,0
CLI00256,Ocasional,Tienda física,Bogotá,Tecnología,2023-06-17,2024-06-22,252,5,559401,111880,372,0,1,0.4032,158,1,4,0,9,1
CLI00257,Online,E-commerce,Barranquilla,Deportes,2023-01-08,2025-01-20,40,9,1249286,138809,744,1,4,0.3629,164,0,2,1,9,0
CLI00258,Ocasional,App móvil,Medellín,Calzado,2023-02-27,2024-12-18,73,6,571239,95206,661,1,2,0.2723,398,1,4,0,8,0
CLI00259,Ocasional,App móvil,Ibagué,Tecnología,2023-02-03,2024-12-05,86,3,310651,103550,672,1,2,0.1339,431,0,2,0,7,0
CLI00260,Premium,App móvil,Pereira,Hogar,2023-02-19,2024-12-06,85,18,5876780,326487,657,1,6,0.8219,137,1,3,0,4,0
CLI00261,Ocasional,App móvil,Cali,Deportes,2023-12-16,2023-12-16,441,1,70275,70275,1,0,0,1.0,441,1,1,0,8,1
CLI00262,Online,E-commerce,Cartagena,Hogar,2023-03-21,2024-12-26,65,13,2031960,156304,647,1,4,0.6028,180,1,3,1,8,0
CLI00263,Regular,Teléfono,Cali,Ropa,2023-01-04,2025-02-17,12,12,2294106,191175,776,1,4,0.4639,143,1,2,0,8,0
CLI00264,Regular,Teléfono,Pereira,Tecnología,2023-03-02,2025-01-14,46,14,2073922,148137,685,2,8,0.6131,154,1,3,1,10,0
CLI00265,Online,E-commerce,Pereira,Ropa,2023-01-04,2024-07-08,236,19,2613572,137556,552,0,2,1.0326,99,1,3,1,2,1
CLI00266,Ocasional,App móvil,Medellín,Hogar,2023-04-02,2024-01-30,396,3,176660,58886,304,0,0,0.2961,189,0,2,1,2,1
CLI00267,Ocasional,Tienda física,Cali,Deportes,2024-05-03,2025-01-07,53,2,168333,84166,250,1,2,0.24,249,1,1,0,2,0
CLI00268,Ocasional,Tienda física,Montería,Tecnología,2023-04-14,2024-12-17,74,8,610703,76337,614,1,5,0.3909,151,1,4,0,6,0
CLI00269,Regular,App móvil,Pereira,Deportes,2023-03-04,2025-01-07,53,9,1693210,188134,676,1,4,0.3994,253,1,2,1,5,0
CLI00270,Regular,Tienda física,Cali,Hogar,2023-03-29,2025-02-26,3,7,1388595,198370,701,1,2,0.2996,222,0,1,0,9,0
CLI00271,Corporativo,Teléfono,Bucaramanga,Calzado,2023-03-02,2025-02-13,16,18,12207431,678190,715,2,5,0.7552,145,1,1,1,7,0
CLI00272,Corporativo,App móvil,Bucaramanga,Libros,2023-01-04,2024-07-30,214,26,18801291,723126,574,0,6,1.3589,96,1,4,1,5,1
CLI00273,Online,Teléfono,Cali,Libros,2023-06-08,2023-11-21,466,4,490977,122744,167,0,0,0.7186,119,0,1,0,4,1
CLI00274,Online,Tienda física,Cali,Hogar,2023-02-26,2025-02-08,21,8,1161299,145162,714,1,2,0.3361,219,0,1,0,10,0
CLI00275,Regular,Teléfono,Ibagué,Belleza,2023-04-17,2024-12-30,61,11,1760720,160065,624,1,6,0.5288,169,1,1,0,10,0
CLI00276,Regular,E-commerce,Ibagué,Ropa,2023-02-06,2024-12-09,82,12,2542640,211886,673,1,4,0.5349,165,0,3,1,1,0
CLI00277,Corporativo,Tienda física,Cúcuta,Calzado,2023-01-16,2025-02-08,21,36,28439045,789973,755,2,14,1.4305,70,1,1,0,10,0
CLI00278,Ocasional,App móvil,Pereira,Hogar,2023-01-10,2023-01-10,781,1,63146,63146,1,0,0,1.0,781,1,1,0,9,1
CLI00279,Ocasional,Tienda física,Pereira,Tecnología,2023-01-08,2023-08-20,559,5,465244,93048,225,0,0,0.6667,93,1,4,0,10,1
CLI00280,Corporativo,E-commerce,Pereira,Belleza,2023-01-05,2024-12-04,87,25,21027475,841099,700,1,10,1.0714,102,1,2,0,6,0
CLI00281,Online,Tienda física,Pereira,Calzado,2023-03-14,2025-02-03,26,12,1656036,138003,693,1,6,0.5195,140,0,4,0,10,0
CLI00282,Regular,Tienda física,Cúcuta,Libros,2023-01-16,2023-12-08,449,11,2027424,184311,327,0,0,1.0092,89,1,1,0,4,1
CLI00283,Regular,Tienda física,Barranquilla,Hogar,2023-03-23,2024-08-26,187,6,1143669,190611,523,0,2,0.3442,200,1,3,1,8,1
CLI00284,Premium,App móvil,Bucaramanga,Calzado,2023-02-19,2025-02-05,24,15,5010964,334064,718,1,5,0.6267,215,1,2,0,9,0
CLI00285,Ocasional,E-commerce,Cali,Libros,2023-02-09,2025-02-16,13,6,549654,91609,739,1,2,0.2436,276,0,2,0,1,0
CLI00286,Premium,E-commerce,Montería,Hogar,2023-01-30,2025-01-06,54,17,6102743,358984,708,1,7,0.7203,91,0,1,1,7,0
CLI00287,Regular,E-commerce,Ibagué,Deportes,2023-06-20,2025-01-13,47,9,1282171,142463,574,1,3,0.4704,149,0,2,0,7,0
CLI00288,Ocasional,Tienda física,Bucaramanga,Deportes,2023-03-01,2025-01-18,42,4,475860,118965,690,1,1,0.1739,499,1,2,0,9,0
CLI00289,Regular,Teléfono,Montería,Hogar,2023-01-20,2025-01-16,44,17,2801563,164797,728,1,7,0.7005,154,0,3,0,8,0
CLI00290,Ocasional,Tienda física,Cali,Belleza,2023-11-06,2025-01-02,58,3,287363,95787,424,1,2,0.2123,235,1,2,0,9,0
CLI00291,Premium,E-commerce,Medellín,Belleza,2023-01-29,2024-09-26,156,16,5956266,372266,607,0,9,0.7908,138,0,4,1,3,1
CLI00292,Premium,App móvil,Cúcuta,Hogar,2023-03-16,2025-01-23,37,14,4508606,322043,680,2,5,0.6176,159,1,2,0,8,0
CLI00293,Corporativo,App móvil,Cali,Calzado,2023-02-23,2024-12-09,82,16,13552545,847034,656,1,2,0.7317,232,1,2,1,8,0
CLI00294,Regular,App móvil,Ibagué,Ropa,2023-01-05,2025-02-27,2,8,1363737,170467,785,1,2,0.3057,306,0,3,1,10,0
CLI00295,Regular,App móvil,Montería,Belleza,2023-01-03,2025-01-04,56,17,2823939,166114,733,1,6,0.6958,167,0,3,1,10,0
CLI00296,Regular,App móvil,Bogotá,Ropa,2023-02-19,2025-02-05,24,12,1956738,163061,718,1,5,0.5014,167,1,1,1,4,0
CLI00297,Corporativo,E-commerce,Bucaramanga,Libros,2023-01-12,2025-01-25,35,34,27436208,806947,745,4,19,1.3691,157,0,2,0,2,0
CLI00298,Regular,E-commerce,Bogotá,Belleza,2023-02-04,2025-01-01,59,9,1384670,153852,698,1,2,0.3868,213,0,1,1,9,0
CLI00299,Ocasional,E-commerce,Bucaramanga,Calzado,2023-08-19,2024-06-30,244,4,235158,58789,317,0,2,0.3785,146,1,3,0,4,1
CLI00300,Premium,Tienda física,Bogotá,Calzado,2023-02-21,2025-01-28,32,18,5558512,308806,708,2,7,0.7627,106,0,1,1,6,0
CLI00301,Premium,Teléfono,Barranquilla,Deportes,2023-01-06,2024-12-19,72,17,4909392,288787,714,1,5,0.7143,97,1,3,1,8,0
CLI00302,Regular,App móvil,Pereira,Tecnología,2023-05-27,2024-12-14,77,9,1459298,162144,568,1,4,0.4754,158,0,4,0,10,0
CLI00303,Ocasional,Teléfono,Barranquilla,Deportes,2023-07-06,2024-03-26,340,3,257060,85686,265,0,1,0.3396,180,0,3,1,3,1
CLI00304,Ocasional,Tienda física,Medellín,Deportes,2023-03-23,2025-01-07,53,2,206139,103069,657,1,1,0.0913,656,0,1,0,5,0
CLI00305,Ocasional,Tienda física,Ibagué,Belleza,2023-07-07,2024-08-06,207,5,463746,92749,397,0,4,0.3778,291,0,4,0,6,1
CLI00306,Online,Teléfono,Cartagena,Libros,2023-03-08,2024-07-10,234,11,1797997,163454,491,0,5,0.6721,143,0,3,0,7,1
CLI00307,Regular,Teléfono,Barranquilla,Ropa,2023-01-10,2025-01-21,39,8,1322821,165352,743,1,5,0.323,295,1,2,0,10,0
CLI00308,Regular,E-commerce,Cúcuta,Hogar,2023-01-29,2024-12-19,72,12,2465508,205459,691,1,3,0.521,196,1,2,0,9,0
CLI00309,Corporativo,Tienda física,Cúcuta,Ropa,2023-01-02,2025-01-14,46,25,20899904,835996,744,2,6,1.0081,184,0,3,1,10,0
CLI00310,Regular,App móvil,Cartagena,Deportes,2023-01-07,2024-07-23,221,15,2833757,188917,564,0,6,0.7979,123,1,3,0,1,1
CLI00311,Regular,App móvil,Bogotá,Belleza,2023-01-20,2025-01-08,52,12,1744450,145370,720,1,4,0.5,162,0,4,1,3,0
CLI00312,Premium,E-commerce,Cartagena,Deportes,2023-03-21,2025-01-17,43,16,6473975,404623,669,2,6,0.7175,109,0,2,1,9,0
CLI00313,Premium,Tienda física,Cúcuta,Hogar,2023-05-11,2025-01-09,51,14,6170149,440724,610,1,6,0.6885,92,1,4,0,10,0
CLI00314,Online,E-commerce,Barranquilla,Tecnología,2023-04-17,2025-02-12,17,9,1406946,156327,668,1,3,0.4042,202,1,4,1,10,0
CLI00315,Corporativo,Tienda física,Barranquilla,Deportes,2023-01-04,2025-02-17,12,30,23932250,797741,776,2,14,1.1598,156,0,3,1,9,0
CLI00316,Ocasional,Teléfono,Bogotá,Calzado,2023-11-12,2025-02-14,15,2,165853,82926,461,1,1,0.1302,460,1,1,1,8,0
CLI00317,Regular,E-commerce,Bogotá,Calzado,2023-01-10,2025-01-26,34,15,2785769,185717,748,2,4,0.6016,124,1,3,1,9,0
CLI00318,Regular,Teléfono,Barranquilla,Hogar,2023-04-21,2025-02-27,2,10,1836479,183647,679,2,5,0.4418,278,1,1,0,8,0
CLI00319,Regular,E-commerce,Barranquilla,Deportes,2023-06-19,2024-12-14,77,2,444460,222230,545,1,1,0.1101,544,0,1,1,10,0
CLI00320,Regular,E-commerce,Bogotá,Calzado,2023-09-07,2025-01-20,40,3,285530,95176,502,1,1,0.1793,402,0,2,0,6,0
CLI00321,Ocasional,App móvil,Barranquilla,Ropa,2023-03-27,2024-12-26,65,6,518285,86380,641,1,4,0.2808,244,1,4,0,4,0
CLI00322,Ocasional,E-commerce,Bucaramanga,Ropa,2023-02-17,2025-01-11,49,4,408773,102193,695,1,1,0.1727,627,1,4,0,10,0
CLI00323,Ocasional,E-commerce,Barranquilla,Belleza,2025-01-17,2025-01-17,43,1,103941,103941,1,1,1,1.0,43,1,1,0,7,0
CLI00324,Regular,Tienda física,Cali,Calzado,2023-02-21,2024-12-23,68,8,910501,113812,672,1,4,0.3571,164,0,2,0,10,0
CLI00325,Online,E-commerce,Bogotá,Libros,2023-01-12,2024-03-11,355,16,2351713,146982,425,0,1,1.1294,100,0,3,0,5,1
CLI00326,Ocasional,Tienda física,Pereira,Ropa,2023-01-11,2024-12-14,77,5,417634,83526,704,1,3,0.2131,336,1,4,0,8,0
CLI00327,Ocasional,E-commerce,Barranquilla,Ropa,2023-08-26,2025-01-10,50,3,301999,100666,504,1,1,0.1786,485,1,1,0,10,0
CLI00328,Ocasional,Teléfono,Ibagué,Hogar,2024-01-14,2024-06-04,270,4,398611,99652,143,0,1,0.8392,114,0,4,0,4,1
CLI00329,Regular,Tienda física,Cúcuta,Tecnología,2023-01-25,2025-02-23,6,8,1199171,149896,761,1,1,0.3154,389,1,1,0,6,0
CLI00330,Regular,E-commerce,Montería,Hogar,2023-02-04,2024-02-10,385,9,1899980,211108,372,0,0,0.7258,173,1,3,0,3,1
CLI00331,Regular,Tienda física,Cali,Libros,2023-03-28,2024-07-14,230,8,1512181,189022,475,0,3,0.5053,156,1,2,1,3,1
CLI00332,Ocasional,Tienda física,Montería,Calzado,2023-03-26,2024-05-20,285,5,511319,102263,422,0,2,0.3555,258,0,2,0,2,1
CLI00333,Premium,Tienda física,Cali,Calzado,2023-02-01,2025-02-14,15,15,4898954,326596,745,1,2,0.604,208,1,2,1,5,0
CLI00334,Premium,Tienda física,Ibagué,Hogar,2023-01-01,2025-02-22,7,19,7467292,393015,784,2,10,0.727,127,1,4,0,8,0
CLI00335,Premium,Tienda física,Cartagena,Tecnología,2023-03-12,2024-12-14,77,12,4353167,362763,644,1,7,0.559,276,1,1,0,10,0
CLI00336,Premium,Tienda física,Montería,Hogar,2023-03-24,2024-05-27,278,19,6030779,317409,431,0,6,1.3225,109,1,3,1,4,1
CLI00337,Corporativo,App móvil,Cali,Deportes,2023-01-17,2025-02-02,27,20,15240054,762002,748,1,7,0.8021,113,1,4,0,6,0
CLI00338,Ocasional,Tienda física,Barranquilla,Libros,2023-08-24,2024-12-12,79,7,580410,82915,477,1,5,0.4403,179,0,4,1,7,0
CLI00339,Regular,App móvil,Montería,Deportes,2023-01-03,2024-02-14,381,11,1984129,180375,408,0,0,0.8088,182,1,1,1,3,1
CLI00340,Premium,App móvil,Pereira,Libros,2023-02-21,2025-01-09,51,18,5628559,312697,689,2,6,0.7837,140,0,1,0,7,0
CLI00341,Regular,App móvil,Cartagena,Tecnología,2023-01-03,2024-12-04,87,7,1175689,167955,702,1,2,0.2991,225,0,3,0,7,0
CLI00342,Regular,E-commerce,Ibagué,Deportes,2023-04-11,2025-01-11,49,2,271632,135816,642,1,1,0.0935,641,1,1,0,10,0
CLI00343,Regular,E-commerce,Medellín,Hogar,2023-01-03,2024-05-22,283,16,2519762,157485,506,0,4,0.9486,71,1,4,0,2,1
CLI00344,Regular,Teléfono,Bucaramanga,Belleza,2023-02-01,2024-05-04,301,8,1167413,145926,459,0,2,0.5229,160,0,1,1,9,1
CLI00345,Regular,App móvil,Bogotá,Deportes,2023-04-05,2024-12-03,88,7,1041677,148811,609,1,3,0.3448,236,0,2,1,6,0
CLI00346,Ocasional,Tienda física,Montería,Ropa,2023-03-09,2025-01-24,36,4,444817,111204,688,1,1,0.1744,451,1,1,1,9,0
CLI00347,Ocasional,E-commerce,Cúcuta,Calzado,2024-12-25,2024-12-25,66,1,61885,61885,1,1,1,1.0,66,1,1,1,9,0
CLI00348,Premium,Tienda física,Bucaramanga,Hogar,2023-03-04,2025-01-23,37,18,7236340,402018,692,3,10,0.7803,75,1,4,0,7,0
CLI00349,Regular,Teléfono,Medellín,Hogar,2023-02-04,2025-02-03,26,9,1710472,190052,731,1,3,0.3694,342,1,4,0,10,0
CLI00350,Ocasional,App móvil,Cartagena,Hogar,2025-02-10,2025-02-10,19,1,106561,106561,1,1,1,1.0,19,1,1,0,10,0
CLI00351,Regular,E-commerce,Cúcuta,Tecnología,2023-04-24,2025-01-01,59,13,1761980,135536,619,1,5,0.63,115,1,1,1,9,0
CLI00352,Corporativo,E-commerce,Medellín,Belleza,2023-02-11,2025-01-21,39,24,19821055,825877,711,1,6,1.0127,162,0,4,1,9,0
CLI00353,Ocasional,App móvil,Bucaramanga,Tecnología,2023-03-21,2024-03-11,355,3,338662,112887,357,0,1,0.2521,275,1,3,0,7,1
CLI00354,Regular,E-commerce,Ibagué,Libros,2023-03-30,2024-04-20,315,8,1241702,155212,388,0,2,0.6186,86,0,1,0,6,1
CLI00355,Premium,App móvil,Medellín,Deportes,2023-02-05,2025-01-02,58,15,4812639,320842,698,1,4,0.6447,210,1,4,0,10,0
CLI00356,Ocasional,App móvil,Medellín,Libros,2023-04-18,2024-10-31,121,4,378704,94676,563,0,2,0.2131,324,1,1,1,6,1
CLI00357,Premium,Teléfono,Cartagena,Libros,2023-01-12,2025-01-09,51,15,4989924,332661,729,1,4,0.6173,177,1,3,0,9,0
CLI00358,Ocasional,E-commerce,Pereira,Belleza,2024-07-13,2024-09-13,169,3,201016,67005,63,0,3,1.4286,57,1,1,1,6,1
CLI00359,Online,Teléfono,Bucaramanga,Calzado,2023-01-13,2024-02-01,394,13,1696188,130476,385,0,0,1.013,125,1,4,0,5,1
CLI00360,Ocasional,Teléfono,Cúcuta,Deportes,2023-01-31,2025-01-29,31,3,270084,90028,730,1,1,0.1233,513,1,1,0,9,0
CLI00361,Regular,Tienda física,Barranquilla,Hogar,2023-01-08,2025-02-14,15,15,2562768,170851,769,1,4,0.5852,190,0,1,0,9,0
CLI00362,Ocasional,Tienda física,Pereira,Hogar,2023-03-30,2024-12-16,75,4,316077,79019,628,1,1,0.1911,319,1,4,0,7,0
CLI00363,Regular,App móvil,Ibagué,Calzado,2023-02-03,2025-01-14,46,6,903473,150578,712,1,4,0.2528,310,1,4,0,9,0
CLI00364,Ocasional,App móvil,Montería,Ropa,2023-02-04,2024-06-08,266,7,582998,83285,491,0,3,0.4277,203,0,3,0,1,1
CLI00365,Online,Tienda física,Cartagena,Tecnología,2023-01-20,2025-02-14,15,14,2258015,161286,757,1,6,0.5548,178,0,2,0,10,0
CLI00366,Regular,E-commerce,Barranquilla,Deportes,2023-03-03,2025-01-07,53,5,729038,145807,677,1,1,0.2216,392,0,3,1,7,0
CLI00367,Online,Teléfono,Pereira,Calzado,2023-01-06,2025-02-14,15,12,1315083,109590,771,1,4,0.4669,219,1,4,1,10,0
CLI00368,Online,App móvil,Bucaramanga,Deportes,2023-02-03,2025-01-02,58,9,1604785,178309,700,1,2,0.3857,224,0,3,1,7,0
